Order,Family,Binomial.1.2,Diet.Plant,Diet.Vertebrate,Diet.Invertebrate,Diet.Method,Diet.Source,famPropFrug,famPropOblgFrug,orderPropFrug,orderPropOblgFrug,Liberal,Default,Conservative,Reason
CINGULATA,Dasypodidae,Eutatus_seguini,100,0,0,Estimated Craniodental Species,"Vizcaino, S. F., et al. 1998. The masticatory apparatus of the armadillo Eutatus (Mammalia, Cingulata) and some allied genera: paleobiology and evolution. Bargo Source: Paleobiology Paleobiology 24:371-383.",NA,NA,0.095,0.095,Y,Y,N,See Domingo et al 2012
CINGULATA,Chlamyphoridae,Glyptodon_clavipes,100,0,0,Estimated Craniodental Genus,"Fariña, R. A., et al. 2001. Carved teeth and strange jaws: How glyptodonts masticated. Acta Palaeontologica Polonica 46:219-234.",NA,NA,0.095,0.095,Y,Y,N,See Domingo et al 2012
CINGULATA,Chlamyphoridae,Glyptodon_reticulatus,100,0,0,Estimated Craniodental Genus,"Fariña, R. A., et al. 2001. Carved teeth and strange jaws: How glyptodonts masticated. Acta Palaeontologica Polonica 46:219-234.",NA,NA,0.095,0.095,Y,Y,N,See Domingo et al 2012
CINGULATA,Chlamyphoridae,Glyptotherium_cylindricum,100,0,0,Reported 000 Species,"Davis, M. 2017. What North America's skeleton crew of megafauna tells us about community disassembly. Proceedings of the Royal Socieity B 284:20162116.",NA,NA,0.095,0.095,Y,N,N,
CINGULATA,Chlamyphoridae,Glyptotherium_floridanum,100,0,0,Estimated Expert Genus,"McDonald, H. G. 2005. Paleoecology of extinct xenarthrans and the Great American Biotic Interchange. Bulletin of the Florida Museum of Natural History 45:313-333.",NA,NA,0.095,0.095,Y,N,N,
CINGULATA,Pampatheriidae,Holmesina_occidentalis,100,0,0,Estimated Craniodental Species,"De Iuliis, G., M. S. Bargo, and S. F. Vizcaíno. 2000b. Variation in skull morphology and mastication in the fossil giant armadillos Pampatherium spp. and allied genera (Mammalia: Xenarthra: Pampatheriidae), with comments on their systematics and distribution. Journal of Vertebrate Paleontology 20:743-754.",NA,NA,0.095,0.095,Y,N,N,
CINGULATA,Pampatheriidae,Holmesina_paulacoutoi,100,0,0,Estimated Craniodental Species,"De Iuliis, G., M. S. Bargo, and S. F. Vizcaíno. 2000b. Variation in skull morphology and mastication in the fossil giant armadillos Pampatherium spp. and allied genera (Mammalia: Xenarthra: Pampatheriidae), with comments on their systematics and distribution. Journal of Vertebrate Paleontology 20:743-754.",NA,NA,0.095,0.095,Y,N,N,
CINGULATA,Pampatheriidae,Holmesina_septentrionalis,100,0,0,Reported 000 Species,"Davis, M. 2017. What North America's skeleton crew of megafauna tells us about community disassembly. Proceedings of the Royal Socieity B 284:20162116.",NA,NA,0.095,0.095,Y,N,N,
CINGULATA,Chlamyphoridae,Hoplophorus_euphractus,70,5,25,Estimated Craniodental Species,"Saarinen, J., et al. 2017. Tooth wear and diets of extant and fossil xenarthrans (Mammalia, Xenarthra) - Applying a new mesowear approach. Palaeogeography, Palaeoclimatology, Palaeoecology 476:42-54.",NA,NA,0.095,0.095,Y,N,N,
CINGULATA,Chlamyphoridae,Neosclerocalyptus_paskoenis,100,0,0,Estimated Craniodental Species,"Vizcaíno, S. F., et al. 2011. Evaluating habitats and feeding habits through ecomorphological features in glyptodonts (Mammalia, xenarthra). Ameghiniana 48:305-319.",NA,NA,0.095,0.095,Y,Y,N,See Franca
CINGULATA,Chlamyphoridae,Neuryurus_trabeculatus,100,0,0,Estimated Craniodental Species,"Vizcaíno, S. F., et al. 2011. Evaluating habitats and feeding habits through ecomorphological features in glyptodonts (Mammalia, xenarthra). Ameghiniana 48:305-319.",NA,NA,0.095,0.095,Y,N,N,
CINGULATA,Incertae sedis,Pachyarmatherium_brasiliense,0,0,100,Estimated Expert Genus,"Downing, K. F., et al. 1995. The cingulates (Xenarthra) of the Leisey Shell Pit local fauna (Irvingtonian), Hillsborough County, Florida. Bulletin of the Florida Museum of Natural History 37:375-396.",NA,NA,0.095,0.095,N,N,N,
CINGULATA,Pampatheriidae,Pampatherium_humboldti,100,0,0,Estimated Craniodental Species,"De Iuliis, G., et al. 2000. Variation in skull morphology and mastication in the fossil giant armadillos Pampatherium spp. and allied genera (Mammalia: Xenarthra: Pampatheriidae), with comments on their systematics and distribution. Journal of Vertebrate Paleontology 20:743-754.",NA,NA,0.095,0.095,Y,N,N,
CINGULATA,Pampatheriidae,Pampatherium_typum,100,0,0,Estimated Craniodental Species,"De Iuliis, G., et al. 2000. Variation in skull morphology and mastication in the fossil giant armadillos Pampatherium spp. and allied genera (Mammalia: Xenarthra: Pampatheriidae), with comments on their systematics and distribution. Journal of Vertebrate Paleontology 20:743-754.",NA,NA,0.095,0.095,Y,N,N,
CINGULATA,Chlamyphoridae,Panochthus_tuberculatus,100,0,0,Estimated Craniodental Species,"Vizcaíno, S. F., et al. 2011. Evaluating habitats and feeding habits through ecomorphological features in glyptodonts (Mammalia, xenarthra). Ameghiniana 48:305-319.",NA,NA,0.095,0.095,Y,N,N,
CINGULATA,Dasypodidae,Propraopus_punctatus,23,4,73,Imputed 000 Species,PHYLACINE 1.2,NA,NA,0.095,0.095,N,N,N,
CINGULATA,Dasypodidae,Propraopus_sulcatus,23,4,73,Imputed 000 Species,PHYLACINE 1.2,NA,NA,0.095,0.095,N,N,N,
DIPROTODONTIA,DIPROTODONTIDAE,Diprotodon_optatum,100,0,0,Estimated Craniodental Species,"Sharp, A. C. 2014. Three dimensional digital reconstruction of the jaw adductor musculature of the extinct marsupial giant Diprotodon optatum. PeerJ 2:e514.",NA,NA,0.452,0.418,Y,N,N,Wombats are more browsers
DIPROTODONTIA,DIPROTODONTIDAE,Maokopia_ronaldi,100,0,0,Estimated Expert Species,"Johnson, C. N., et al. 2004. Extinctions of herbivorous mammals in the late Pleistocene of Australia in relation to their feeding ecology: No evidence for environmental change as cause of extinction. Austral Ecology 29:553-557.",NA,NA,0.452,0.418,Y,N,N,Wombats are more browsers
DIPROTODONTIA,DIPROTODONTIDAE,Palorchestes_azeal,100,0,0,Estimated Expert Species,"Johnson, C. N., et al. 2004. Extinctions of herbivorous mammals in the late Pleistocene of Australia in relation to their feeding ecology: No evidence for environmental change as cause of extinction. Austral Ecology 29:553-557.",NA,NA,0.452,0.418,Y,N,N,Wombats are more browsers
DIPROTODONTIA,DIPROTODONTIDAE,Zygomaturus_trilobus,100,0,0,Estimated Expert Species,"Johnson, C. N., et al. 2004. Extinctions of herbivorous mammals in the late Pleistocene of Australia in relation to their feeding ecology: No evidence for environmental change as cause of extinction. Austral Ecology 29:553-557.",NA,NA,0.452,0.418,Y,N,N,Wombats are more browsers
DIPROTODONTIA,HYPSIPRYMNODONTIDAE,Propleopus_oscillans,15,80,5,Estimated Craniodental Species,"Ride, W. D. L., et al. 1996. Towards a biology of Propleopus oscillans (Marsupialia: Propleopinae, Hypsiprymnodontidae). Proceedings of the Linnean Society of New South Wales 117:243-328.",1,0,0.452,0.418,N,N,N,Insectivores?
DIPROTODONTIA,MACROPODIDAE,Macropus_ferragus,100,0,0,Estimated Expert Species,"Johnson, C. N., et al. 2004. Extinctions of herbivorous mammals in the late Pleistocene of Australia in relation to their feeding ecology: no evidence for environmental change as cause of extinction. Austral Ecology 29:553-557.",0.313,0.313,0.452,0.418,Y,Y,N,
DIPROTODONTIA,MACROPODIDAE,Macropus_pearsoni,100,0,0,Estimated Expert Species,"Johnson, C. N., et al. 2004. Extinctions of herbivorous mammals in the late Pleistocene of Australia in relation to their feeding ecology: no evidence for environmental change as cause of extinction. Austral Ecology 29:553-557.",0.313,0.313,0.452,0.418,Y,Y,N,
DIPROTODONTIA,MACROPODIDAE,Metasthenurus_newtonae,100,0,0,Estimated Craniodental Genus,"Prideaux, G. J. 2004. Systematics and evolution of the sthenurine kangaroos. University of California Publications in Geological Sciences.",0.313,0.313,0.452,0.418,Y,Y,N,
DIPROTODONTIA,MACROPODIDAE,Procoptodon_browneorum,100,0,0,Estimated Craniodental Genus,"Prideaux, G. J. 2004. Systematics and evolution of the sthenurine kangaroos. University of California Publications in Geological Sciences.",0.313,0.313,0.452,0.418,Y,Y,N,
DIPROTODONTIA,MACROPODIDAE,Procoptodon_gilli,100,0,0,Estimated Craniodental Genus,"Prideaux, G. J. 2004. Systematics and evolution of the sthenurine kangaroos. University of California Publications in Geological Sciences.",0.313,0.313,0.452,0.418,Y,Y,N,
DIPROTODONTIA,MACROPODIDAE,Procoptodon_goliah,100,0,0,Estimated Expert Species,"Prideaux, G. J., et al. 2009. Extinction implications of a chenopod browse diet for a giant Pleistocene kangaroo. PNAS 106:11646-11650.",0.313,0.313,0.452,0.418,Y,Y,N,Browser of C4 plants (but not only grazer) Prideux et al 2009
DIPROTODONTIA,MACROPODIDAE,Procoptodon_oreas,100,0,0,Estimated Craniodental Genus,"Prideaux, G. J. 2004. Systematics and evolution of the sthenurine kangaroos. University of California Publications in Geological Sciences.",0.313,0.313,0.452,0.418,Y,Y,N,
DIPROTODONTIA,MACROPODIDAE,Procoptodon_rapha,100,0,0,Estimated Expert Species,"Prideaux, G. J. 2004. Systematics and evolution of the sthenurine kangaroos. University of California Publications in Geological Sciences.",0.313,0.313,0.452,0.418,Y,Y,N,
DIPROTODONTIA,MACROPODIDAE,Protemnodon_anak,100,0,0,Estimated Expert Species,"Johnson, C. N., et al. 2004. Extinctions of herbivorous mammals in the late Pleistocene of Australia in relation to their feeding ecology: no evidence for environmental change as cause of extinction. Austral Ecology 29:553-557.",0.313,0.313,0.452,0.418,Y,Y,N,
DIPROTODONTIA,MACROPODIDAE,Protemnodon_brehus,100,0,0,Estimated Expert Species,"Johnson, C. N., et al. 2004. Extinctions of herbivorous mammals in the late Pleistocene of Australia in relation to their feeding ecology: no evidence for environmental change as cause of extinction. Austral Ecology 29:553-557.",0.313,0.313,0.452,0.418,Y,Y,N,
DIPROTODONTIA,MACROPODIDAE,Protemnodon_hopei,100,0,0,Estimated Expert Species,"Johnson, C. N., et al. 2004. Extinctions of herbivorous mammals in the late Pleistocene of Australia in relation to their feeding ecology: no evidence for environmental change as cause of extinction. Austral Ecology 29:553-557.",0.313,0.313,0.452,0.418,Y,Y,N,
DIPROTODONTIA,MACROPODIDAE,Protemnodon_nombe,100,0,0,Estimated Expert Species,"Johnson, C. N., et al. 2004. Extinctions of herbivorous mammals in the late Pleistocene of Australia in relation to their feeding ecology: no evidence for environmental change as cause of extinction. Austral Ecology 29:553-557.",0.313,0.313,0.452,0.418,Y,Y,N,
DIPROTODONTIA,MACROPODIDAE,Protemnodon_roechus,100,0,0,Estimated Expert Species,"Johnson, C. N., et al. 2004. Extinctions of herbivorous mammals in the late Pleistocene of Australia in relation to their feeding ecology: no evidence for environmental change as cause of extinction. Austral Ecology 29:553-557.",0.313,0.313,0.452,0.418,Y,Y,N,
DIPROTODONTIA,MACROPODIDAE,Protemnodon_tumbuna,100,0,0,Estimated Expert Species,"Johnson, C. N., et al. 2004. Extinctions of herbivorous mammals in the late Pleistocene of Australia in relation to their feeding ecology: no evidence for environmental change as cause of extinction. Austral Ecology 29:553-557.",0.313,0.313,0.452,0.418,Y,Y,N,
DIPROTODONTIA,MACROPODIDAE,Simosthenurus_maddocki,100,0,0,Estimated Craniodental Genus,"Prideaux, G. J. 2004. Systematics and evolution of the sthenurine kangaroos. University of California Publications in Geological Sciences.",0.313,0.313,0.452,0.418,Y,Y,N,
DIPROTODONTIA,MACROPODIDAE,Simosthenurus_occidentalis,100,0,0,Estimated Craniodental Genus,"Prideaux, G. J. 2004. Systematics and evolution of the sthenurine kangaroos. University of California Publications in Geological Sciences.",0.313,0.313,0.452,0.418,Y,Y,N,
DIPROTODONTIA,MACROPODIDAE,Simosthenurus_pales,100,0,0,Estimated Craniodental Genus,"Prideaux, G. J. 2004. Systematics and evolution of the sthenurine kangaroos. University of California Publications in Geological Sciences.",0.313,0.313,0.452,0.418,Y,Y,N,
DIPROTODONTIA,MACROPODIDAE,Sthenurus_andersoni,100,0,0,Estimated Craniodental Genus,"Prideaux, G. J. 2004. Systematics and evolution of the sthenurine kangaroos. University of California Publications in Geological Sciences.",0.313,0.313,0.452,0.418,Y,Y,N,
DIPROTODONTIA,MACROPODIDAE,Sthenurus_atlas,100,0,0,Estimated Craniodental Genus,"Prideaux, G. J. 2004. Systematics and evolution of the sthenurine kangaroos. University of California Publications in Geological Sciences.",0.313,0.313,0.452,0.418,Y,Y,N,
DIPROTODONTIA,MACROPODIDAE,Sthenurus_stirlingi,100,0,0,Estimated Craniodental Genus,"Prideaux, G. J. 2004. Systematics and evolution of the sthenurine kangaroos. University of California Publications in Geological Sciences.",0.313,0.313,0.452,0.418,Y,Y,N,
DIPROTODONTIA,MACROPODIDAE,Sthenurus_tindalei,100,0,0,Estimated Craniodental Genus,"Prideaux, G. J. 2004. Systematics and evolution of the sthenurine kangaroos. University of California Publications in Geological Sciences.",0.313,0.313,0.452,0.418,Y,Y,N,
DIPROTODONTIA,MACROPODIDAE,Thylogale_christenseni,100,0,0,Imputed 000 Species,PHYLACINE 1.2,0.313,0.313,0.452,0.418,Y,Y,N,
DIPROTODONTIA,MACROPODIDAE,Troposodon_minor,100,0,0,Estimated Craniodental Species,"Butler, K., et al. 2014. Extending dental mesowear analyses to Australian marsupials, with applications to six Plio-Pleistocene kangaroos from southeast Queensland. Palaeogeography, Palaeoclimatology, Palaeoecology 408:11-25.",0.313,0.313,0.452,0.418,Y,Y,N,
DIPROTODONTIA,MACROPODIDAE,Wallabia_kitcheneri,100,0,0,Imputed 000 Species,PHYLACINE 1.2,0.313,0.313,0.452,0.418,Y,Y,N,
DIPROTODONTIA,PETAURIDAE,Dactylopsila_kambuayai,21,0,79,Imputed 000 Species,PHYLACINE 1.2,0.182,0.091,0.452,0.418,N,N,N,
DIPROTODONTIA,POTOROIDAE,Borungaboodie_hatcheri,87,2,11,Imputed 000 Species,PHYLACINE 1.2,0,0,0.452,0.418,Y,N,N,
DIPROTODONTIA,PSEUDOCHEIRIDAE,Petauroides_ayamaruensis,99,0,1,Imputed 000 Species,PHYLACINE 1.2,0.778,0.611,0.452,0.418,Y,Y,Y,
DIPROTODONTIA,THYLACOLEONIDAE,Thylacoleo_carnifex,0,100,0,Estimated Craniodental Species,"Wroe, S., et al. 2008. How to build a mammalian super-predator. Zoology 111:196-203.",NA,NA,0.452,0.418,N,N,N,
DIPROTODONTIA,VOMBATIDAE,Phascolonus_gigas,100,0,0,Estimated Expert Species,"Johnson, C. N., et al. 2004. Extinctions of herbivorous mammals in the late Pleistocene of Australia in relation to their feeding ecology: no evidence for environmental change as cause of extinction. Austral Ecology 29:553-557.",0,0,0.452,0.418,Y,N,N,Wombats are more browsers
DIPROTODONTIA,VOMBATIDAE,Vombatus_hacketti,100,0,0,Estimated Expert Species,"Johnson, C. N., et al. 2004. Extinctions of herbivorous mammals in the late Pleistocene of Australia in relation to their feeding ecology: no evidence for environmental change as cause of extinction. Austral Ecology 29:553-557.",0,0,0.452,0.418,Y,N,N,Wombats are more browsers
DIPROTODONTIA,VOMBATIDAE,Warendja_wakefieldi,100,0,0,Estimated Expert Species,"Johnson, C. N., et al. 2004. Extinctions of herbivorous mammals in the late Pleistocene of Australia in relation to their feeding ecology: no evidence for environmental change as cause of extinction. Austral Ecology 29:553-557.",0,0,0.452,0.418,Y,N,N,Wombats are more browsers
EULIPOTYPHLA,NESOPHONTIDAE,Nesophontes_spA,1,1,98,Imputed 000 Species,PHYLACINE 1.2,0,0,0.02,0.016,N,N,N,
EULIPOTYPHLA,SORICIDAE,Nesiotites_hidalgo,0,32,68,Imputed 000 Species,PHYLACINE 1.2,0,0,0.02,0.016,N,N,N,
EULIPOTYPHLA,SORICIDAE,Nesiotites_similis,0,32,68,Imputed 000 Species,PHYLACINE 1.2,0,0,0.02,0.016,N,N,N,
LAGOMORPHA,LEPORIDAE,Aztlanolagus_agilis,100,0,0,Imputed 000 Species,PHYLACINE 1.2,0.065,0.048,0.043,0.032,Y,N,N,
LAGOMORPHA,OCHOTONIDAE,Ochotona_whartoni,100,0,0,Imputed 000 Species,PHYLACINE 1.2,0,0,0.043,0.032,Y,N,N,
LITOPTERNA,MACRAUCHENIDAE,Macrauchenia_patachonica,100,0,0,Estimated Craniodental Species,"MacFadden, B. J., et al. 1997. Ancient feeding ecology and niche differentiation of Pleistocene mammalian herbivores from Tarija, Bolivia: Morphological and isotopic evidence. Paleobiology 23:77-100.",NA,NA,NA,NA,Y,Y,N,Mixed feeder (MacFadden & Shockey 1997 Paleobio)
LITOPTERNA,MACRAUCHENIDAE,Xenorhinotherium_bahiense,100,0,0,Estimated Craniodental Species,"Lobo, L. S., et al. 2017. Dental eruption sequence and hypsodonty index of a Pleistocene macraucheniid from the Brazilian Intertropical Region. Journal of Paleontology 91:1-8.",NA,NA,NA,NA,Y,Y,N,Not known; but genus may be a synonym of Macrauchenia
LITOPTERNA,PROTEROTHERIIDAE,Neolicaphrium_recens,100,0,0,Estimated Expert Species,"Morosi, E., et al. 2017. Dietary and palaeoenvironmental inferences in Neolicaphrium recens Frenguelli, 1921 (Litopterna, Proterotheriidae) using carbon and oxygen stable isotopes (Late Pleistocene; Uruguay). Historical Biology:1-7.",NA,NA,NA,NA,Y,Y,N,
MONOTREMATA,TACHYGLOSSIDAE,Megalibgwilia_ramsayi,0,0,100,Estimated Craniodental Species,"Griffiths, M., et al. 1991. Observations on the skulls of fossil and extant echidnas (monotremata: tachyglossidae). Australian Mammalogy 14:84-101.",0,0,0,0,N,N,N,
MONOTREMATA,TACHYGLOSSIDAE,Zaglossus_hacketti,0,2,98,Imputed 000 Species,PHYLACINE 1.2,0,0,0,0,N,N,N,
NOTOUNGULATA,TOXODONTIDAE,Mixotoxodon_larensis,100,0,0,Estimated Expert Genus,"MacFadden, B. J. 2005. Diet and habitat of toxodont megaherbivores (Mammalia, Notoungulata) from the late Quaternary of South and Central America. Quaternary Research 64:112-124.",NA,NA,NA,NA,Y,Y,N,MacFadden 2005 but see Franca
NOTOUNGULATA,TOXODONTIDAE,Toxodon_platensis,100,0,0,Estimated Expert Species,"De Melo França, L., et al. 2015. Review of feeding ecology data of Late Pleistocene mammalian herbivores from South America and discussions on niche differentiation. Earth-Science Reviews 140:158-165.",NA,NA,NA,NA,Y,Y,N,MacFadden 2005 but see Franca
NOTOUNGULATA,TOXODONTIDAE,Trigonodops_lopesi,100,0,0,Estimated Expert Species,"Latrubesse, E., et al. 2010. The Late Miocene paleogeography of the Amazon Basin and the evolution of the Amazon River system. Earth-Science Reviews 99:99-124.",NA,NA,NA,NA,Y,Y,N,MacFadden 2005 but see Franca
PERAMELEMORPHIA,PERAMELIDAE,Peroryctes_spA,38,1,61,Imputed 000 Species,PHYLACINE 1.2,0.368,0.368,0.318,0.318,N,N,N,
PERAMELEMORPHIA,PERAMELIDAE,PeroryctinaeGen_spA,34,4,62,Imputed 000 Species,PHYLACINE 1.2,0.368,0.368,0.318,0.318,N,N,N,
PERISSODACTYLA,EQUIDAE,Equus_francisci,100,0,0,Imputed 000 Species,PHYLACINE 1.2,0,0,0.438,0.375,Y,N,N,Franca
PERISSODACTYLA,EQUIDAE,Equus_hydruntinus,100,0,0,Imputed 000 Species,PHYLACINE 1.2,0,0,0.438,0.375,Y,N,N,Franca
PERISSODACTYLA,EQUIDAE,Equus_ovodovi,100,0,0,Imputed 000 Species,PHYLACINE 1.2,0,0,0.438,0.375,Y,N,N,Franca
PERISSODACTYLA,EQUIDAE,Hippidion_devillei,100,0,0,Estimated Craniodental Species,"MacFadden, B. J., et al. 1997. Ancient feeding ecology and niche differentiation of Pleistocene mammalian herbivores from Tarija, Bolivia: Morphological and isotopic evidence. Paleobiology 23:77-100.",0,0,0.438,0.375,Y,Y,N,
PERISSODACTYLA,EQUIDAE,Hippidion_principale,100,0,0,Estimated Craniodental Species,"MacFadden, B. J., et al. 1997. Ancient feeding ecology and niche differentiation of Pleistocene mammalian herbivores from Tarija, Bolivia: Morphological and isotopic evidence. Paleobiology 23:77-100.",0,0,0.438,0.375,Y,Y,N,
PERISSODACTYLA,RHINOCEROTIDAE,Coelodonta_antiquitatis,100,0,0,Estimated Isotopes Species,"Tiunov, A. V., and I. V. Kirillova. 2010. Stable isotope (13C/12C and 15N/14N) composition of the woolly rhinoceros Coelodonta antiquitatis horn suggests seasonal changes in the diet. Rapid Communications in Mass Spectrometry 24:3146-3150.",0.6,0.4,0.438,0.375,Y,Y,Y,
PERISSODACTYLA,RHINOCEROTIDAE,Elasmotherium_sibiricum,100,0,0,Estimated Craniodental Species,"Raia, P., et al. 2010. THE SHAPE OF CONTENTION: ADAPTATION, HISTORY, AND CONTINGENCY IN UNGULATE MANDIBLES. Evolution 64:1489-1503.",0.6,0.4,0.438,0.375,Y,Y,Y,
PERISSODACTYLA,RHINOCEROTIDAE,Stephanorhinus_hemitoechus,100,0,0,Estimated Expert Genus,"Palmqvist, P., et al. 2008. Biogeochemical and Ecomorphological Inferences On Prey Selection and Resource Partitioning Among Mammalian Carnivores In An Early Pleistocene Community. Palaios 23:724-737",0.6,0.4,0.438,0.375,Y,Y,Y,
PERISSODACTYLA,RHINOCEROTIDAE,Stephanorhinus_kirchbergensis,100,0,0,Estimated Expert Genus,"Palmqvist, P., et al. 2008. Biogeochemical and Ecomorphological Inferences On Prey Selection and Resource Partitioning Among Mammalian Carnivores In An Early Pleistocene Community. Palaios 23:724-737",0.6,0.4,0.438,0.375,Y,Y,Y,
PERISSODACTYLA,TAPIRIDAE,Tapirus_augustus,100,0,0,Estimated Expert Species,"Ma, J., Y. Wang, C. Jin, Y. Yan, Y. Qu, and Y. Hu. 2017. Isotopic evidence of foraging ecology of Asian elephant (Elephas maximus) in South China during the Late Pleistocene 443:160-167.",1,1,0.438,0.375,Y,Y,Y,
