"","area","meanFW_angios","medianFW_angios","max95FW_angios","X","LAT","LONG","accAfrica","max95FL_palms","curr_max95BodySize","mean_abs_BSchange","presNat_max95BodySize","mean_perc_BSchange","MAT","TempSeas","AnnualPrec","PrecSeas","CH_Mean","CH_PercCover","accRealm","log_max95FL_palms_BBM_MCC","log_max95FL_palms_BBMmean","LEVEL_3_CO","sqrt_change"
"65","Mauritius",2.90250602409639,1.085,9.8553245229307,65,-20.19561777,57.55522668,1,5.91815895190149,456.3,0,430.303207822507,0,234.403915335627,1818.73624242252,50.8196589078151,1798.58838174274,NA,NA,"Africa",1.2394,1.0793,"MAU",0
"66","Madagascar",1.55816632124352,1.171,3.768889358214,66,-19.37352133,46.70599248,0,4.88591184330391,5297.97808526158,7.92606108474576,46199.351580301,83.62,225.047347497499,2012.11100387695,94.3765860173139,1485.68737534821,17.111,0.208859859,"Madagascar",1.34185,0.96055,"MDG",2.81532610628782
"67","Mali",2.96115730337079,1.635,8.39910353589148,67,17.35036933,-3.524336718,1,14.5062366160245,191812.070895295,204.802049264069,1307191.54462908,55.25,288.745646049441,4744.27650295199,133.103222793088,310.327877317456,2.83576,0.007066582,"Africa",1.05145,1.12435,"MLI",14.3109066541596
"68","Malawi",2.3508916967509,1.295,7.12858815548053,68,-13.21510424,34.30698504,1,10.9233852181565,86600.3999999999,18.3649905014465,139355.514145875,17.22,215.465178529129,2257.28599775341,102.499907424227,1109.12143810126,17.6757,0.030076454,"Africa",1.2196,1.1182,"MLW",4.2854393592077
"69","Malaya",2.34945657568238,1.5,6.16687527687802,69,4.028255407,102.1784344,0,5,58459.8697152486,43.8968074853801,361543.737150388,43.66,258.664968339659,587.996085468191,36.4057527960273,2531.35050250442,25.4881,0.806114983,"Asia",1.3234,1.0428,"MLY",6.6254665862398
"70","Maluku",2.44810784313725,1.4575,6.97881926663756,70,-1.420611904,127.990452,0,5.25648519319014,5980.95640275233,0.0830833487511568,6048.84133614827,2.02,250.490376395676,411.171683193676,28.5134523331142,2384.66037735849,23.4708,0.517783719,"Asia",1.27385,1.05185,"MOL",0.288241823389939
"71","Mozambique",2.18138392857143,1.225,6.49496021467501,71,-17.26019707,35.55225318,1,10.6356597194411,85972.5890372094,18.4422067208904,131713.896786347,17.92,235.332848031401,2330.35013921843,94.8149447608494,1019.63658917721,14.2031,0.013883503,"Africa",1.30005,1.10335,"MOZ",4.29443904612586
"72","Mexico Central",1.66651333333333,0.907,6.13204520550208,72,19.13109566,-98.58581279,0,1.71907001087358,5636.35231300245,353.346418212766,1067024.63399903,98.58,173.113508114143,1812.84606840347,87.8572895061686,964.901574130567,21.1099,0.202325543,"Americas",1.1917,1.0653,"MXC",18.7975109579105
"73","Mexico Northeast",1.74559523809524,0.934,6.16215489536743,73,25.85227543,-103.0607542,0,2.02034986881096,6974.84972106915,317.389645419809,1103765.77582367,98.23,187.507777354559,4580.86302519893,80.5937933804489,527.381987407077,22.3813,0.106356352,"Americas",1.2458,1.10775,"MXE",17.8154327878895
"74","Mexico Gulf",1.77440512820513,1,6.09461490027403,74,19.37738436,-96.405429,0,3.5,7309.63762104665,333.06110275,1039691.91691048,98.44,240.550287534029,2320.31629542697,72.8889956299249,1735.51133661733,25.8423,0.164330322,"Americas",1.2532,1.14565,"MXG",18.2499617191379
"75","Mexico Northwest",1.91926666666667,0.975,6.88430265738934,75,28.4912303,-111.3789827,0,2.17370651192842,5014.48527530503,357.971556135383,1262693.3101638,99.37,216.371091931566,5189.98149136266,92.1094883290518,361.357799778674,20.7135,0.129332802,"Americas",1.397,1.095,"MXN",18.9201362610152
"76","Mexico Southwest",2.11010572687225,1,7.84659739796866,76,18.84795312,-100.7023886,0,3.40342466501721,6011.17663461712,253.216439620704,442984.582439366,98.48,211.869483912706,1674.08964422978,103.81403145266,1131.95890191635,20.8141,0.341436212,"Americas",1.287,1.16905,"MXS",15.9127759872595
"77","Mexico Southeast",1.96942477876106,1.0025,7.01499464922446,77,18.50798756,-90.55872649,0,3.5,7191.38451115513,245.778247370995,87957.8420967131,98.02,248.972770171131,1688.94247164828,65.7223510009081,1531.89728995426,16.8255,0.64407178,"Americas",1.375,1.156,"MXT",15.6773163319171
"78","Myanmar",1.85534916201117,1.1265,5.33447961930526,78,21.14042303,96.50882808,0,7.32106285001026,54451.1956375861,221.752508312448,1132915.62422038,83.76,232.974652159594,2893.9492736733,93.7208284026903,2177.43721943909,27.0695,0.541254032,"Asia",1.273,1.1397,"MYA",14.8913568324867
"79","KwaZulu-Natal",2.02793085106383,1.25,5.91955224429474,79,-28.7085677,30.72508497,1,6.94678648908834,95781.5604186219,18.9651437821612,233589.389857331,13.42,175.858946921053,3223.57857552005,60.8022221447798,864.020134827085,17.8326,0.131242318,"Africa",1.3356,1.1146,"NAT",4.35489882570895
"80","Nicobar Is.",2.83335625,1.5,9.68965790892928,80,7.507217236,93.60165739,0,2.6294154716638,446.800770713255,0,446.800770713255,0,272.357400375123,456.927844063799,46.635571696327,3003.77020340847,14.2754,0.025652842,"Asia",1.26315,1.0391,"NCB",0
"81","Nepal",1.74643624161074,1,4.71848286474154,81,28.25300785,83.93851707,0,3.87298334620742,255551.960480392,86.1357292410714,1480168.9853959,43.14,126.02343700505,5826.20951412789,103.030442475783,1657.8968080522,33.7709,0.341417927,"Asia",1.275,1.171,"NEP",9.28093364059195
"82","Nigeria",3.76387644787645,2.79,10.0865500949877,82,9.593635674,8.105324864,1,10.8505733773607,71114.4502934975,79.4184724599542,144229.57232736,55.63,265.48513406189,2083.16746785447,102.400383636373,1161.50708344038,13.0367,0.108073568,"Africa",1.27945,1.12675,"NGA",8.9117042399282
"83","Niger",3.76212195121951,2.145,11.5,83,17.42632282,9.397657535,1,14.1861241350476,77059.7277596018,273.036907568438,2758777.88255502,57.48,274.744693540598,5175.95532167127,173.873056001853,134.442175800472,2.12057,9.8532e-05,"Africa",1.2435,1.11925,"NGR",16.5238284779417
"84","Nicaragua",1.99010869565217,1.1165,6.2258060698746,84,12.83970931,-85.03469962,0,5,7161.33917104621,256.524760238095,137415.753802808,98.07,253.561282360387,673.011725701824,66.7255194197,2220.5697899491,19.8538,0.448448886,"Americas",1.341,1.171,"NIC",16.0163903623162
"85","New South Wales",1.5991724137931,1,4.60448244110924,85,-32.18030973,147.0187766,0,1.63295074796796,3235.80736169448,127.553898106061,164326.045895946,99.53,175.795278407168,5452.04576200936,21.226480809975,534.004281202058,22.8827,0.12284044,"Pacific",1.37295,0.92855,"NSW",11.2939761867139
"86","Northern Territory",1.78816091954023,1.3,4.89098064709832,86,-19.41428342,133.3652138,0,2.18672414788656,1762.39865186041,0,1640,0,253.693472209698,4530.53954791363,88.7792007243827,566.317170113189,17.4433,0.001827081,"Pacific",1.3284,1.0816,"NTA",0
"87","New Caledonia",2.87314141414141,1.78,6.11454298059309,87,-21.29461419,165.6718498,0,3.77428021159708,304.571117957602,0,304.571117957602,0,222.446179203112,2056.61032332774,46.5886290229637,1682.05562406974,22.3575,0.33668581,"Pacific",1.2805,0.8661,"NWC",0
"88","New Guinea",1.9495702247191,1.3445,5.5,88,-5.345954432,140.8323421,0,5.46825270922065,8666.7,1.7871459567705,9732.6337705448,52.4,233.052607736673,419.942123676812,26.8683085565275,3193.16233227453,22.0357,0.870742582,"Asia",1.2954,1.0322,"NWG",1.33684178449452
"89","Pakistan",1.8516835443038,0.98,5.1169015227858,89,29.35662305,68.78919169,0,5.99824685967549,96677.9725926017,188.624779251701,832309.45857582,92.61,229.350620704193,7176.29514789662,96.4306676447625,285.382628986697,33.9932,0.005876648,"Asia",1.2572,1.15285,"PAK",13.7340736583033
"90","Panamá",2.04053521126761,1.2,6.83846660808608,90,8.50544318,-80.10906884,0,4.95953489891069,8983.51405872151,183.612494352047,174271.161241705,97.47,245.811732887662,418.425974605051,54.7313731394526,2626.43406870037,15.6068,0.617554343,"Americas",1.29665,1.20145,"PAN",13.5503687902598
"91","Paraguay",2.06476388888889,1.189,6.93540043583625,91,-23.23612887,-58.39095178,0,5.17652774434069,23159.0747016241,404.704428454481,2571453.16265032,98.34,236.623347919395,3324.68701067381,44.3258440956846,1192.26286691466,6.93726,0.233903033,"Americas",1.4432,1.0694,"PAR",20.1172669230808
"92","Peru",2.62480577427822,1.5,7.5,92,-9.163771326,-74.37540668,0,8,9727.13180788254,146.567942321429,204467.359771733,97.28,185.715991727816,757.599140001391,58.8024752499109,1619.38585388049,18.7303,0.57637744,"Americas",1.3304,1.20975,"PER",12.1065247830015
"93","Philippines",2.2449238410596,1.4575,6.04749013290687,93,11.74740203,122.8736074,0,5,28850.1938301473,0,28850.1938301473,0,256.402123161991,785.55423539704,51.8218333422403,2397.03574914907,24.1241,0.168692872,"Asia",1.2843,1.0053,"PHI",0
"94","Puerto Rico",2.83624836601307,1.4,9.92481139797651,94,18.22093074,-66.46612748,0,1.46421257000205,45.5766653849576,3.40879285714286,8782.58101133281,99.1,255.450478530011,1096.44959982315,36.2901511167535,1612.83034594013,17.6349,0.481325337,"Americas",1.34625,1.12765,"PUE",1.84629165007668
"95","Queensland",2.62109621993127,1.58,7,95,-22.57373668,144.5481795,0,3.38158231191632,5325.03035981058,91.9688708059211,150000,98.78,234.895256805734,4521.380570397,73.9636573051293,625.035250884799,16.8357,0.029530962,"Pacific",1.33925,0.9801,"QLD",9.59004018792002
"96","Rwanda",2.09036627906977,1.1915,6.6058912560603,96,-1.997967978,29.91720553,1,10.5567483198076,85302.9561888859,3.5611328793158,131152.885968783,4.57,190.515821360984,715.76285481009,50.0812993829335,1184.9953445698,16.9865,0.149519953,"Africa",1.1828,1.12315,"RWA",1.88709641494964
"97","Samoa",2.13295049504951,1.4,5.6,97,-13.79663559,-172.031904,0,8.42901184096999,282.186781486304,0.11515,502.100861904108,39.19,248.794965051658,381.381046768915,42.4186659399069,3553.29315685722,NA,NA,"Pacific",1.4677,0.79925,"SAM",0.339337590019143
"98","Saudi Arabia",1.73276,0.9635,5.52738466948074,98,24.0233803,44.58510578,0,6.83999873765599,48389.5130954071,195.705490882353,238646.620781179,95.27,260.290969553523,7059.66470252904,108.319510922141,86.0963531717423,NA,NA,"Asia",1.0546,1.1809,"SAU",13.9894778631067
"99","South Carolina",1.54306818181818,0.8,3.8683297642732,99,33.91755375,-80.90042082,0,2.04242106606891,17001.2131375937,774.854548571429,7199545.97028133,98.97,173.205576830722,6837.85112665404,21.2029480290382,1232.24811950231,20.2366,0.375116069,"Americas",1.25165,1.11435,"SCA",27.8362093067901
"100","Santa Cruz Is.",2.73238095238095,1.875,9.59920300896118,100,-10.99211357,166.2240525,0,9.4232657906894,242.694846862469,0.0315833333333333,266.783942312837,18.33,262.452370880656,384.296630197867,12.2798838980625,5007.14161849711,NA,NA,"Pacific",1.4903,0.93425,"SCZ",0.177717003500884
"101","Senegal",3.52568461538462,2.0925,10,101,14.36697954,-14.46817708,1,13.5669352788846,81440.894312427,19.7953438160677,183051.120207383,13.32,284.9850555849,2156.99324703465,138.025996212084,654.659119268073,4.93134,0.028197347,"Africa",1.268,1.1353,"SEN",4.44919586173363
"102","Seychelles",3.8795306122449,2.299,10,102,-4.702082011,55.52213886,1,2.15867994188328,457,0,457,0,261.961548916129,684.235848765833,43.2705842331794,2457.99667774086,NA,NA,"Africa",1.1404,0.9704,"SEY",0
"103","Sierra Leone",3.76564150943396,2.76,10.9099589538909,103,8.560340924,-11.7921029,1,8.86162888694854,71364.4375952385,1.08054490683231,71489.7605941803,1.43,254.384977902579,1320.78020337273,81.9630288684841,2688.35151628298,15.3288,0.552921447,"Africa",1.28035,1.1347,"SIE",1.03949261990276
"104","Solomon Is.",2.39901360544218,1.428,5.86748880277436,104,-8.147972776,158.3400507,0,7.54502629924318,713.298969414375,0.0397381428571429,893.333121718641,10.91,256.160468810087,378.391053585047,21.5273280049412,3377.60069650091,21.9363,0.213637807,"Asia",1.3145,0.9955,"SOL",0.199344282228367
"105","Somalia",2.73261052631579,1.5,8.71837946869778,105,6.063713497,45.86255927,1,7.65664696748915,86739.9462500459,185.231258681319,534236.919266008,57.25,266.043699709343,1536.02497657359,104.217218201891,289.925328203472,14.3646,4.32242e-05,"Africa",1.1362,1.1716,"SOM",13.6099690918576
"106","Sri Lanka",2.13504739336493,1.216,5.67230112035671,106,7.612362427,80.70426262,0,8.63543920761704,329625.605986224,0,298697.307646588,0,266.779135036025,975.937489718838,63.1968610834732,1675.03927313851,14.7007,0.54279599,"Asia",1.2406,1.1028,"SRL",0
"107","Sudan",2.46872815533981,1.4305,7.93675393294352,107,13.83173564,30.05016106,1,10.0907569830446,91197.7972783135,107.028136525408,373691.619229761,54.01,268.578210132555,3567.29650222322,149.223464220963,405.722378909461,3.60079,0.006277835,"Africa",1.27125,1.10825,"SUD",10.3454403736819
"108","Sulawesi",2.47477973568282,1.47,6.5483101711545,108,-2.104047614,121.2948397,0,5,34061.4413460288,2.44674752252252,62595.4910310566,29.07,238.176978493013,351.370822187696,35.1826200855067,2379.17841369714,25.8299,0.664947847,"Asia",1.268,1.059,"SUL",1.56420827338386
"109","Sumatera",2.37064240506329,1.5,7,109,-0.47758812,101.6400768,0,6.07247263424868,55345.6286464324,39.0493047042735,98213.7216148499,46.56,249.649951474425,344.389770173868,29.394294062303,2722.05011221189,16.6652,0.802232367,"Asia",1.29325,1.0332,"SUM",6.24894428717951
"110","Suriname",2.80042456140351,1.793,7.75,110,4.12671321,-55.91158124,0,7.07408102758383,8400.79704829687,160.719681870968,595230.818522302,97.43,255.354709405784,685.662688980419,48.9087696562307,2227.48736640369,21.2492,0.914580324,"Americas",1.3198,1.239,"SUR",12.677526646431
"111","Taiwan",2.00704054054054,1,6.72664879129756,111,23.74831791,120.9593907,0,2.66982181006874,24572.644610446,0,24572.644610446,0,192.347666436121,4132.25323436788,65.5422205445987,2338.98049397801,27.7962,0.60599252,"Asia",1.27225,1.104,"TAI",0
"112","Tanzania",2.37578804347826,1.5,7,112,-6.270199047,34.82340201,1,10.4538512927047,70498.5269356034,12.7473318445564,76840.6745800636,19.76,221.85599944799,1349.68220232587,85.6396579789859,1004.85228214944,19.3467,0.020392334,"Africa",1.2152,1.0984,"TAN",3.57034057823009
"113","Turks-Caicos Is.",2.193625,1.6675,5.08156061373791,113,21.80869292,-71.88207917,0,1.36079856555073,35.8,0,35.8,0,264.803502142429,1502.54038286209,37.846987016499,699.5390625,11.6179,0.258167841,"Americas",1.419,1.1192,"TCI",0
"114","Thailand",2.08006987951807,1.26,6,114,15.11989876,101.0149078,0,7,46500,32.7689818181818,192669.580894438,39.72,261.870312056109,1725.34067233026,79.9374899804478,1559.10535533763,22.7186,0.300952614,"Asia",1.30975,1.0675,"THA",5.72441978004599
"115","Togo",3.25497902097902,2.085,10.8064699003642,115,8.534910374,0.975845964,1,10.695614747796,70493.3065078794,10.9851318209316,73919.1433818093,11.42,265.532397488304,1563.47674118266,75.2919664676605,1194.76844877847,8.32626,0.006828445,"Africa",1.2462,1.1356,"TOG",3.31438257009229
"116","Trinidad-Tobago",2.70249248120301,1.414,9.65993771600212,116,10.46836429,-61.25263722,0,5,4050.97472125068,0,4050.97472125068,0,263.026985808839,555.503641196236,46.7337241728633,1935.06442388562,13.1546,0.739748435,"Americas",1.294,1.241,"TRT",0
"117","Northern Provinces",2.19129743589744,1.183,7,117,-25.26571446,28.07825549,1,10.9456375416165,128365.208487347,18.8006409803922,206757.828289188,14.74,186.653649778246,4118.21232754113,78.2098432115537,594.179527591761,10.0002,0.069633357,"Africa",1.0722,1.11865,"TVL",4.33597059265768
"118","Uganda",2.78940892193309,1.5,8.94236947767187,118,1.280084629,32.38622999,1,10.6696764602335,71741.0672172266,18.3652251767574,115869.15976779,25.26,222.12042790636,793.405182174877,45.1686943900489,1216.282343225,9.69847,0.186152673,"Africa",1.284,1.11325,"UGA",4.28546673966295
"119","Uruguay",1.50974193548387,0.8,3.49748287651018,119,-32.79956992,-56.01217362,0,3.40838093159667,24427.2593436179,717.223546153846,4027010.19202543,99.02,175.139435028138,4483.23974518745,15.143729923218,1197.52819283959,NA,NA,"Americas",1.4416,0.9773,"URU",26.7810295947308
"120","Vanuatu",2.24407291666667,1.414,5.6614801216298,120,-16.20215409,167.7055728,0,9.12247713288892,381.929586784862,0,381.929586784862,0,242.679874147576,1077.17828444064,34.0592380763572,2709.01735015773,39.5401,0.088628872,"Pacific",1.4435,0.98375,"VAN",0
"121","Venezuela",2.7068029925187,1.6,8,121,7.118821943,-66.16904042,0,6.15982555280984,10606.5427920694,105.844093448511,204467.359771733,96.21,249.509431986242,686.522194703304,59.8562921086902,1935.40648225012,17.1371,0.475442043,"Americas",1.334,1.20605,"VEN",10.2880558634035
"122","Vietnam",2.04741457286432,1.1925,6.02666198556583,122,16.65160342,106.3040353,0,3.5,50889.3535842406,68.5652753818251,676451.394085476,51.9,236.88633087244,2756.00618204029,78.3989227683661,1923.58321330991,23.6497,0.557146005,"Asia",1.3062,1.0882,"VIE",8.28041516965334
"123","Western Australia",1.61598507462687,1.2,3.7584346404451,124,-25.46606876,122.1782045,0,2.74620084168858,1777.16854006395,126.147213596491,157797.338380595,99.59,230.009074667085,5079.52143284063,64.4242081699754,357.24148950621,11.3343,0.005902793,"Pacific",1.3578,0.9944,"WAU",11.2315276608523
"124","West Himalaya",1.32364634146341,0.8475,3.24748154597855,125,33.32159715,76.67319106,0,2.4074907185044,175820.881917544,120.13992565095,1711303.12324026,51.08,19.7208797051139,7458.29189295637,66.6648143411374,847.957978702637,36.1903,0.15525362,"Asia",1.2125,1.18,"WHM",10.9608359923388
"125","Windward Is.",3.12685534591195,1.65,10,126,14.09525608,-60.99587035,0,5.04975246918104,59.1418716099164,0.0058875,58.9503582008703,15.25,257.676033288287,808.561639219756,40.4507033891667,2176.45778275476,10.7318,0.332205136,"Americas",1.32,1.177,"WIN",0.076730046266114
"126","Yemen",2.20440677966102,1.183,8.25474319560785,127,15.83691546,47.56879416,0,5.7326567532262,22773.5873893421,73.3788515151515,60477.5765883521,91.32,255.744150116863,4093.09328732671,95.4652516542767,119.418191767496,1.37013,0.000101866,"Asia",1.24525,1.174,"YEM",8.56614566273254
"127","Zaïre",3.25947989949749,2,10,128,-2.876225764,23.65445822,1,11.6477720303764,71114.4502934975,13.3886438460281,102897.525277232,24.54,229.284129245656,775.979618472594,52.0239648559464,1620.25235716949,16.6613,0.593442003,"Africa",1.29,1.0785,"ZAI",3.65904958234076
"128","Zambia",2.27182608695652,1.296,7,129,-13.45307543,27.79788004,1,10.6696764602335,83102.4525376083,16.1203427300151,101235.536455816,18.52,214.283017659887,2445.04233209106,109.933631735003,1015.57997509935,8.9469,0.046341718,"Africa",1.284,1.10575,"ZAM",4.01501466124535
"129","Zimbabwe",2.09019292604502,1.2,6.3249505926924,130,-19.00000577,29.87175983,1,11.1831267863607,121495.106917141,19.7717042684813,197697.663199367,15.89,208.358455884197,3141.88073534867,103.467393881246,680.780190474609,8.0813,0.01414941,"Africa",1.2015,1.11865,"ZIM",4.4465384591254
"130",NA,NA,NA,NA,123,NA,NA,0,3.4752023541983,98522.6431891089,683.529592592593,3854810.51738151,95.89,268.924920614786,703.873945055114,51.6706481350336,524.488902589396,NA,NA,"Americas",1.3365,1.12025,"VNA",26.1443988760995
